ID,Name,From,To,Height,Weight,Birth Date,Age,Nationality,Position,Shoots,College,Experience,Draft Year,Draft Round,Draft Pick,Draft Team,URL
4337,Terrence Shannon Jr.,2024-25,2025-26,198.0,97.0,2000-07-30,25.0,Illinois,Shooting Guard,Left,Texas Tech,2,2024.0,1.0,27.0,Minnesota Timberwolves,s/shannte01.html
4338,Chuck Share,1951-52,1959-60,211.0,106.0,1927-03-14,99.0,Ohio,Center,Right,Bowling Green,9,1950.0,1.0,1.0,Boston Celtics,s/sharech01.html
4339,Bill Sharman,1950-51,1960-61,185.0,79.0,1926-05-25,100.0,Texas,Shooting Guard,Right,USC,11,1950.0,2.0,5.0,Washington Capitols,s/sharmbi01.html
4340,Day'Ron Sharpe,2021-22,2025-26,208.0,120.0,2001-11-06,24.0,North Carolina,Center and Power Forward,Right,UNC,5,2021.0,1.0,29.0,Phoenix Suns,s/sharpda01.html
4341,Shaedon Sharpe,2022-23,2025-26,196.0,95.0,2003-05-30,23.0,Ontario,Shooting Guard,Right,Kentucky,4,2022.0,1.0,7.0,Portland Trail Blazers,s/sharpsh01.html
4342,Walter Sharpe,2008-09,2008-09,206.0,111.0,1986-07-18,39.0,Alabama,Power Forward,Right,Mississippi State,1,2008.0,2.0,2.0,Seattle SuperSonics,s/sharpwa01.html
4343,John Shasky,1988-89,1990-91,211.0,106.0,1964-07-31,61.0,Michigan,Center,Right,Minnesota,3,1986.0,3.0,14.0,Utah Jazz,s/shaskjo01.html
4344,Ron Shavlik,1956-57,1957-58,203.0,90.0,1933-12-04,92.0,Colorado,Forward,Right,NC State,2,1956.0,1.0,4.0,New York Knicks,s/shavlro01.html
4345,Brian Shaw,1988-89,2002-03,198.0,86.0,1966-03-22,60.0,California,Point Guard and Shooting Guard,Right,Saint Mary's,14,1988.0,1.0,24.0,Boston Celtics,s/shawbr01.html
4346,Casey Shaw,1998-99,1998-99,211.0,117.0,1975-07-20,50.0,Ohio,Center,Right,Toledo,1,1998.0,2.0,8.0,Philadelphia 76ers,s/shawca01.html
4347,Marial Shayok,2019-20,2019-20,196.0,89.0,1995-07-26,30.0,Ontario,Shooting Guard,Right,Virginia,1,2019.0,2.0,24.0,Philadelphia 76ers,s/shayoma01.html
4349,Jamal Shead,2024-25,2025-26,185.0,90.0,2002-06-24,24.0,Texas,Point Guard,Right,Houston,2,2024.0,2.0,15.0,Sacramento Kings,s/sheadja01.html
4351,Craig Shelton,1980-81,1981-82,201.0,95.0,1957-05-01,69.0,District of Columbia,Small Forward,Right,Georgetown,2,1980.0,2.0,5.0,Atlanta Hawks,s/sheltcr01.html
4352,Lonnie Shelton,1976-77,1985-86,203.0,108.0,1955-10-19,70.0,California,Power Forward,Right,Oregon State,10,1976.0,2.0,8.0,New York Knicks,s/sheltlo01.html
4353,Tornike Shengelia,2012-13,2013-14,206.0,98.0,1991-10-05,34.0,Georgia,Small Forward,Right,,2,2012.0,2.0,24.0,Philadelphia 76ers,s/shengto01.html
4355,Ben Sheppard,2023-24,2025-26,198.0,86.0,2001-07-16,25.0,Georgia,Shooting Guard,Right,Belmont,3,2023.0,1.0,26.0,Indiana Pacers,s/sheppbe01.html
4356,Jeff Sheppard,1998-99,1998-99,190.0,86.0,1974-09-29,51.0,Georgia,Shooting Guard,Right,Kentucky,1,,,,,s/sheppje01.html
4357,Reed Sheppard,2024-25,2025-26,188.0,83.0,2004-06-24,22.0,Kentucky,Shooting Guard and Point Guard,Right,Kentucky,2,2024.0,1.0,3.0,Houston Rockets,s/sheppre01.html
4358,Steve Sheppard,1977-78,1978-79,198.0,97.0,1954-03-21,72.0,New York,Small Forward,Right,Maryland,2,1977.0,2.0,8.0,Chicago Bulls,s/sheppst01.html
4359,Ed Sherod,1982-83,1982-83,188.0,77.0,1959-09-13,66.0,Virginia,Point Guard,Right,VCU,1,1981.0,4.0,3.0,New Jersey Nets,s/sheroed01.html
4360,Charley Shipp,1949-50,1949-50,185.0,90.0,1913-12-03,112.0,Indiana,Guard/Forward,Right,Catholic University of America,1,,,,,s/shippch01.html
4361,Paul Shirley,2002-03,2004-05,208.0,104.0,1977-12-23,48.0,Kansas,Power Forward,Right,Iowa State,3,,,,,s/shirlpa01.html
4362,Gene Short,1975-76,1975-76,198.0,90.0,1953-08-07,72.0,Mississippi,Small Forward,Right,Jackson State University,1,1975.0,1.0,9.0,New York Knicks,s/shortge01.html
4363,Purvis Short,1978-79,1989-90,201.0,95.0,1957-07-02,69.0,Mississippi,"Small Forward, Shooting Guard, and Power Forward",Right,Jackson State University,12,1978.0,1.0,5.0,Golden State Warriors,s/shortpu01.html
4364,Dexter Shouse,1989-90,1989-90,188.0,90.0,1963-03-24,63.0,Indiana,Point Guard,Right,University of South Alabama,1,1985.0,4.0,22.0,Los Angeles Lakers,s/shousde01.html
4366,Gene Shue,1954-55,1963-64,188.0,77.0,1931-12-18,94.0,Maryland,Point Guard and Shooting Guard,Right,Maryland,10,1954.0,1.0,3.0,Philadelphia Warriors,s/shuege01.html
4367,Max Shulga,2025-26,2025-26,193.0,95.0,2002-06-25,24.0,Ukraine,Shooting Guard,Right,Utah State University,1,2025.0,2.0,27.0,Orlando Magic,s/shulgma01.html
4368,John Shumate,1975-76,1980-81,206.0,106.0,1952-04-06,74.0,South Carolina,Power Forward,Right,Notre Dame,5,1974.0,1.0,4.0,Phoenix Suns,s/shumajo01.html
4369,Iman Shumpert,2011-12,2020-21,196.0,96.0,1990-06-26,36.0,Illinois,"Shooting Guard, Small Forward, and Point Guard",Right,Georgia Tech,10,2011.0,1.0,17.0,New York Knicks,s/shumpim01.html
4370,Alexey Shved,2012-13,2014-15,198.0,86.0,1988-12-16,37.0,Russia,Shooting Guard,Right,,3,,,,,s/shvedal01.html
4371,Pascal Siakam,2016-17,2025-26,203.0,111.0,1994-04-02,32.0,Cameroon,Power Forward,Right,New Mexico State,10,2016.0,1.0,27.0,Toronto Raptors,s/siakapa01.html
4372,Jordan Sibert,2018-19,2018-19,193.0,84.0,1992-08-01,33.0,Ohio,Shooting Guard,Right,Ohio State,1,,,,,s/siberjo01.html
4373,Sam Sibert,1972-73,1972-73,201.0,97.0,1949-02-11,77.0,South Carolina,Power Forward,Right,Kentucky State University,1,1972.0,2.0,6.0,Kansas City-Omaha Kings,s/sibersa01.html
4374,Mark Sibley,1973-74,1973-74,188.0,79.0,1950-11-13,75.0,United States,Shooting Guard,Right,Northwestern,1,1973.0,4.0,12.0,Chicago Bulls,s/siblema01.html
4375,Jerry Sichting,1980-81,1989-90,185.0,76.0,1956-11-29,69.0,Indiana,Point Guard,Right,Purdue,10,1979.0,4.0,16.0,Golden State Warriors,s/sichtje01.html
4377,Larry Siegfried,1963-64,1971-72,190.0,86.0,1939-05-22,87.0,Ohio,Point Guard and Shooting Guard,Right,Ohio State,9,1961.0,1.0,3.0,Cincinnati Royals,s/siegfla01.html
4379,Jack Sikma,1977-78,1990-91,211.0,104.0,1955-11-14,70.0,Illinois,Center and Power Forward,Right,Illinois Wesleyan University,14,1977.0,1.0,8.0,Seattle SuperSonics,s/sikmaja01.html
4380,James Silas,1976-77,1981-82,185.0,81.0,1949-02-11,77.0,Louisiana,Point Guard and Shooting Guard,Right,Stephen F. Austin,6,1972.0,5.0,7.0,Houston Rockets,s/silasja01.html
4381,Paul Silas,1964-65,1979-80,201.0,99.0,1943-07-12,83.0,Arkansas,Power Forward,Right,Creighton,16,1964.0,2.0,3.0,St. Louis Hawks,s/silaspa01.html
4382,Xavier Silas,2011-12,2017-18,196.0,92.0,1988-01-22,38.0,Texas,Shooting Guard,Right,Colorado,2,,,,,s/silasxa01.html
4383,Garret Siler,2010-11,2010-11,211.0,138.0,1986-10-25,39.0,Georgia,Center,Right,Augusta State University,1,,,,,s/silerga01.html
4384,Mike Silliman,1970-71,1970-71,198.0,102.0,1944-05-05,82.0,Kentucky,Small Forward,Right,United States Military Academy,1,1966.0,8.0,1.0,New York Knicks,s/sillimi01.html
4385,Chris Silva,2019-20,2022-23,203.0,106.0,1996-09-19,29.0,Gabon,Power Forward,Right,South Carolina,4,,,,,s/silvach01.html
4386,Wayne Simien,2005-06,2006-07,206.0,115.0,1983-03-09,43.0,Kansas,Power Forward,Right,Kansas,2,2005.0,1.0,29.0,Miami Heat,s/simiewa01.html
4387,Ben Simmons,2017-18,2024-25,208.0,108.0,1996-07-20,29.0,Australia,Point Guard,Left,LSU,7,2016.0,1.0,1.0,Philadelphia 76ers,s/simmobe01.html
4388,Bobby Simmons,2001-02,2011-12,201.0,95.0,1980-06-02,46.0,Illinois,"Small Forward, Power Forward, and Shooting Guard",Right,DePaul,10,2001.0,2.0,13.0,Seattle SuperSonics,s/simmobo01.html
4389,Cedric Simmons,2006-07,2008-09,206.0,106.0,1986-01-03,40.0,North Carolina,Power Forward,Right,NC State,3,2006.0,1.0,15.0,New Orleans/Oklahoma City Hornets,s/simmoce01.html
4390,Connie Simmons,1949-50,1955-56,203.0,100.0,1925-03-15,101.0,New Jersey,Center and Power Forward,Right,,7,,,,,s/simmoco01.html
4393,Jonathon Simmons,2015-16,2018-19,198.0,88.0,1989-09-14,36.0,Texas,Shooting Guard and Small Forward,Right,Houston,4,,,,,s/simmojo02.html
4394,Kobi Simmons,2017-18,2023-24,196.0,81.0,1997-07-04,29.0,Georgia,Point Guard and Shooting Guard,Right,Arizona,4,,,,,s/simmoko01.html
4395,Lionel Simmons,1990-91,1996-97,201.0,95.0,1968-11-14,57.0,Pennsylvania,Small Forward,Right,La Salle,7,1990.0,1.0,7.0,Sacramento Kings,s/simmoli01.html
4396,Miles Simon,1998-99,1998-99,190.0,91.0,1975-11-21,50.0,Sweden,Shooting Guard,Right,Arizona,1,1998.0,2.0,13.0,Orlando Magic,s/simonmi01.html
4398,Marko Simonovic,2021-22,2022-23,213.0,99.0,1999-10-15,26.0,Montenegro,Center,Right,,2,2020.0,2.0,14.0,Chicago Bulls,s/simonma01.html
4399,Anfernee Simons,2018-19,2025-26,190.0,90.0,1999-06-08,27.0,Florida,Shooting Guard,Right,,8,2018.0,1.0,24.0,Portland Trail Blazers,s/simonan01.html
4400,Dickey Simpkins,1994-95,2001-02,206.0,112.0,1972-04-06,54.0,Maryland,Power Forward and Center,Right,Providence,7,1994.0,1.0,21.0,Chicago Bulls,s/simpkdi01.html
4401,KJ Simpson,2024-25,2025-26,188.0,85.0,2002-08-08,23.0,California,Point Guard,Right,Colorado,2,2024.0,2.0,12.0,Charlotte Hornets,s/simpskj01.html
4402,Ralph Simpson,1976-77,1979-80,196.0,90.0,1949-08-10,76.0,Michigan,Shooting Guard and Small Forward,Right,Michigan State,4,1972.0,1.0,11.0,Chicago Bulls,s/simpsra01.html
4403,Zavier Simpson,2021-22,2023-24,183.0,86.0,1997-02-11,29.0,Ohio,Point Guard,Right,Michigan,2,,,,,s/simpsza01.html
4404,Alvin Sims,1998-99,1998-99,193.0,106.0,1974-10-18,51.0,Kentucky,Shooting Guard,Right,Louisville,1,,,,,s/simsal01.html
4405,Bob Sims,1961-62,1961-62,196.0,99.0,1938-10-09,87.0,United States,Shooting Guard,Right,Pepperdine,1,1960.0,7.0,6.0,St. Louis Hawks,s/simsbo01.html
4406,Courtney Sims,2007-08,2008-09,208.0,111.0,1983-10-21,42.0,Massachusetts,Center,Right,Michigan,2,,,,,s/simsco01.html
4407,Doug Sims,1968-69,1968-69,201.0,88.0,1943-06-29,83.0,Alabama,Forward,Right,Kent State University,1,,,,,s/simsdo01.html
4408,Henry Sims,2012-13,2015-16,208.0,112.0,1990-03-27,36.0,Maryland,Center,Right,Georgetown,4,,,,,s/simshe01.html
4409,Jaylen Sims,2024-25,2024-25,198.0,95.0,1998-12-11,27.0,North Carolina,Shooting Guard,Right,UNC Wilmington,1,,,,,s/simsja01.html
4410,Jericho Sims,2021-22,2025-26,208.0,113.0,1998-10-20,27.0,Minnesota,Center and Power Forward,Right,Texas,5,2021.0,2.0,28.0,New York Knicks,s/simsje01.html
4411,Scott Sims,1977-78,1977-78,185.0,77.0,1955-04-18,71.0,Missouri,Point Guard,Right,Missouri,1,1977.0,5.0,15.0,San Antonio Spurs,s/simssc01.html
4412,Kyle Singler,2012-13,2017-18,203.0,103.0,1988-05-04,38.0,Oregon,Small Forward,Right,Duke,6,2011.0,2.0,3.0,Detroit Pistons,s/singlky01.html
4413,Sean Singletary,2008-09,2008-09,183.0,83.0,1985-09-06,40.0,Pennsylvania,Point Guard,Right,Virginia,1,2008.0,2.0,12.0,Sacramento Kings,s/singlse01.html
4414,Chris Singleton,2011-12,2013-14,203.0,104.0,1989-11-21,36.0,Georgia,Small Forward and Power Forward,Right,Florida State,3,2011.0,1.0,18.0,Washington Wizards,s/singlch01.html
4415,James Singleton,2005-06,2011-12,203.0,97.0,1981-07-20,44.0,Illinois,Power Forward and Small Forward,Right,Murray State,5,,,,,s/singlja01.html
4416,McKinley Singleton,1986-87,1986-87,196.0,79.0,1961-10-29,64.0,Tennessee,Point Guard,Right,UAB,1,1984.0,6.0,4.0,Milwaukee Bucks,s/singlmc01.html
4417,Zeke Sinicola,1951-52,1953-54,178.0,74.0,1929-01-25,97.0,New York,Guard,Right,Niagara University,2,1951.0,1.0,4.0,Fort Wayne Pistons,s/sinicze01.html
4418,Deividas Sirvydis,2020-21,2021-22,203.0,86.0,2000-06-10,26.0,Lithuania,Shooting Guard,Left,,2,2019.0,2.0,7.0,Dallas Mavericks,s/sirvyde01.html
4419,Charlie Sitton,1984-85,1984-85,203.0,95.0,1962-07-03,64.0,Oregon,Small Forward,Right,Oregon State,1,1984.0,2.0,14.0,Dallas Mavericks,s/sittoch01.html
4420,Peyton Siva,2013-14,2013-14,183.0,83.0,1990-10-24,35.0,Washington,Shooting Guard,Right,Louisville,1,2013.0,2.0,26.0,Detroit Pistons,s/sivape01.html
4421,Dmytro Skapintsev,2023-24,2023-24,216.0,117.0,1998-05-12,28.0,Ukraine,Center,Right,Cal State Northridge,1,,,,,s/skapidm01.html
4422,Scott Skiles,1986-87,1995-96,185.0,81.0,1964-03-05,62.0,Indiana,Point Guard,Right,Michigan State,10,1986.0,1.0,22.0,Milwaukee Bucks,s/skilesc01.html
4423,Al Skinner,1976-77,1979-80,190.0,86.0,1952-06-16,74.0,New York,Shooting Guard,Left,UMass,4,1974.0,9.0,16.0,Boston Celtics,s/skinnal01.html
4424,Brian Skinner,1998-99,2011-12,206.0,115.0,1976-05-19,50.0,Texas,Power Forward and Center,Right,Baylor,14,1998.0,1.0,22.0,Los Angeles Clippers,s/skinnbr01.html
4425,Tal Skinner,1974-75,1975-76,196.0,88.0,1952-09-10,73.0,Maryland,Small Forward,Right,University of Maryland Eastern Shore,2,1974.0,3.0,8.0,Seattle SuperSonics,s/skinnta01.html
4426,Whitey Skoog,1951-52,1956-57,180.0,81.0,1926-11-02,99.0,Minnesota,Shooting Guard,Right,Minnesota,6,1951.0,1.0,10.0,Minneapolis Lakers,s/skoogwh01.html
4427,Jeff Slade,1962-63,1962-63,198.0,99.0,1941-03-01,85.0,Illinois,Forward,Right,Kenyon College,1,1962.0,11.0,1.0,Chicago Zephyrs,s/sladeje01.html
4428,Reggie Slater,1994-95,2002-03,201.0,97.0,1970-08-27,55.0,Texas,Power Forward,Right,Wyoming,8,,,,,s/slatere01.html
4429,Jim Slaughter,1951-52,1951-52,211.0,95.0,1928-05-13,98.0,Tennessee,Center,Right,South Carolina,1,1951.0,4.0,2.0,Tri-Cities Blackhawks,s/slaugji01.html
4430,Jose Slaughter,1982-83,1982-83,196.0,92.0,1960-09-09,65.0,California,Shooting Guard,Right,University of Portland,1,1982.0,2.0,20.0,Indiana Pacers,s/slaugjo01.html
4431,Jalen Slawson,2023-24,2025-26,201.0,97.0,1999-10-22,26.0,South Carolina,Small Forward,Right,Furman University,2,2023.0,2.0,24.0,Sacramento Kings,s/slawsja01.html
4432,Tamar Slay,2002-03,2004-05,203.0,97.0,1980-04-02,46.0,West Virginia,Shooting Guard,Right,Marshall,3,2002.0,2.0,25.0,New Jersey Nets,s/slayta01.html
4433,Donald Sloan,2011-12,2015-16,190.0,92.0,1988-01-15,38.0,Louisiana,Point Guard and Shooting Guard,Right,Texas A&M,5,,,,,s/sloando01.html
4434,Jerry Sloan,1965-66,1975-76,196.0,88.0,1942-03-28,84.0,Illinois,Shooting Guard and Small Forward,Right,University of Evansville,11,1964.0,3.0,3.0,Baltimore Bullets,s/sloanje01.html
4435,Uroš Slokar,2006-07,2006-07,208.0,107.0,1983-05-14,43.0,Slovenia,Center,Left,,1,2005.0,2.0,28.0,Toronto Raptors,s/slokaur01.html
4436,Tom Sluby,1984-85,1984-85,193.0,90.0,1962-02-18,64.0,District of Columbia,Shooting Guard,Right,Notre Dame,1,1984.0,2.0,17.0,Dallas Mavericks,s/slubyto01.html
4437,Alen Smailagić,2019-20,2020-21,208.0,97.0,2000-08-18,25.0,Serbia,Power Forward and Center,Right,,2,2019.0,2.0,9.0,New Orleans Pelicans,s/smailal01.html
4438,Javon Small,2025-26,2025-26,185.0,86.0,2002-12-19,23.0,Indiana,Point Guard,Right,East Carolina University,1,2025.0,2.0,18.0,Memphis Grizzlies,s/smallja01.html
4439,Javonte Smart,2021-22,2023-24,193.0,92.0,1999-06-03,27.0,Louisiana,Point Guard,Right,LSU,2,,,,,s/smartja01.html
4440,Keith Smart,1988-89,1988-89,185.0,79.0,1964-09-21,61.0,Louisiana,Point Guard,Right,Indiana,1,1988.0,2.0,16.0,Golden State Warriors,s/smartke01.html
4441,Marcus Smart,2014-15,2025-26,190.0,99.0,1994-03-06,32.0,Texas,Point Guard and Shooting Guard,Right,Oklahoma State,12,2014.0,1.0,6.0,Boston Celtics,s/smartma01.html
4442,Belus Smawley,1949-50,1951-52,185.0,88.0,1918-03-20,108.0,North Carolina,Shooting Guard,Right,Appalachian State University,3,,,,,s/smawlbe01.html
4443,Jack Smiley,1949-50,1949-50,190.0,86.0,1922-12-22,103.0,Illinois,Forward/Guard,Right,Illinois,1,,,,,s/smileja01.html
4444,Adrian Smith,1961-62,1970-71,185.0,81.0,1936-10-05,89.0,Kentucky,Shooting Guard,Right,Northeast Mississippi Community College,10,1958.0,15.0,1.0,Cincinnati Royals,s/smithad01.html
4446,Bill Smith,1961-62,1961-62,196.0,86.0,1939-04-26,87.0,New Jersey,Guard/Forward,Right,Saint Peter's College,1,1961.0,5.0,1.0,New York Knicks,s/smithbi01.html
4447,Bill Smith,1971-72,1972-73,213.0,99.0,1949-02-14,77.0,New York,Center,Right,Syracuse,2,1971.0,3.0,7.0,Portland Trail Blazers,s/smithwi01.html
4448,Bingo Smith,1969-70,1979-80,196.0,88.0,1946-02-26,80.0,Tennessee,Shooting Guard and Small Forward,Right,Tulsa,11,1969.0,1.0,6.0,San Diego Rockets,s/smithbi02.html
4449,Bobby Smith,1959-60,1961-62,193.0,86.0,1937-08-20,88.0,West Virginia,Guard,Right,West Virginia,2,1959.0,3.0,4.0,Minneapolis Lakers,s/smithbo01.html
4450,Charles Smith,1988-89,1996-97,208.0,104.0,1965-07-16,61.0,Connecticut,Small Forward and Power Forward,Right,Pitt,9,1988.0,1.0,3.0,Philadelphia 76ers,s/smithch01.html
4451,Charles Smith,1989-90,1995-96,185.0,72.0,1967-11-29,58.0,District of Columbia,Point Guard,Right,Georgetown,3,,,,,s/smithch02.html
4452,Charles Smith,1997-98,2005-06,193.0,87.0,1975-08-22,50.0,Texas,Shooting Guard,Right,New Mexico,5,1997.0,1.0,26.0,Miami Heat,s/smithch04.html
4453,Chris Smith,1992-93,1994-95,190.0,86.0,1970-05-17,56.0,Connecticut,Shooting Guard and Point Guard,Right,UConn,3,1992.0,2.0,7.0,Minnesota Timberwolves,s/smithch03.html
4454,Chris Smith,2013-14,2013-14,188.0,90.0,1987-10-13,38.0,New Jersey,Point Guard,Right,Manhattan University,1,,,,,s/smithch05.html
4455,Clinton Smith,1986-87,1990-91,198.0,95.0,1964-01-19,62.0,Ohio,Shooting Guard,Right,Ohio State,2,1986.0,5.0,4.0,Golden State Warriors,s/smithcl01.html
4456,Craig Smith,2006-07,2011-12,201.0,113.0,1983-11-10,42.0,California,Power Forward,Right,Boston College,6,2006.0,2.0,6.0,Minnesota Timberwolves,s/smithcr01.html
4458,Dennis Smith Jr.,2017-18,2023-24,188.0,92.0,1997-11-25,28.0,North Carolina,Point Guard,Right,NC State,7,2017.0,1.0,9.0,Dallas Mavericks,s/smithde03.html
4459,Derek Smith,1982-83,1990-91,198.0,92.0,1961-11-01,64.0,Georgia,Shooting Guard and Small Forward,Right,Louisville,9,1982.0,2.0,12.0,Golden State Warriors,s/smithde02.html
4461,Don Smith,1974-75,1974-75,183.0,72.0,1951-10-10,74.0,Ohio,Shooting Guard,Right,Dayton,1,1974.0,2.0,1.0,Philadelphia 76ers,s/smithdo02.html
4462,Donta Smith,2004-05,2005-06,201.0,97.0,1983-11-27,42.0,Kentucky,Shooting Guard,Right,Southeastern Illinois College,2,2004.0,2.0,5.0,Atlanta Hawks,s/smithdo04.html
4463,Doug Smith,1991-92,1995-96,208.0,99.0,1969-09-17,56.0,Michigan,Power Forward,Right,Missouri,5,1991.0,1.0,6.0,Dallas Mavericks,s/smithdo03.html
4464,Dru Smith,2022-23,2025-26,188.0,92.0,1997-12-30,28.0,Indiana,Shooting Guard,Right,University of Evansville,4,,,,,s/smithdr01.html
4465,Ed Smith,1953-54,1953-54,198.0,81.0,1929-07-05,97.0,Ohio,Small Forward,Right,Harvard University,1,1951.0,1.0,6.0,New York Knicks,s/smithed01.html
4466,Elmore Smith,1971-72,1978-79,213.0,113.0,1949-05-09,77.0,Georgia,Center,Right,Kentucky State University,8,1971.0,1.0,3.0,Buffalo Braves,s/smithel01.html
4467,Garfield Smith,1970-71,1971-72,206.0,106.0,1945-11-18,80.0,Kentucky,Center and Power Forward,Right,Eastern Kentucky University,2,1968.0,3.0,10.0,Boston Celtics,s/smithga01.html
4468,Greg Smith,1968-69,1975-76,196.0,88.0,1947-01-28,79.0,Kentucky,Small Forward and Power Forward,Left,Western Kentucky,8,1968.0,4.0,14.0,Milwaukee Bucks,s/smithgr01.html
4469,Greg Smith,2011-12,2015-16,208.0,113.0,1991-01-08,35.0,California,Center and Power Forward,Right,Fresno State,5,,,,,s/smithgr02.html
4470,Ish Smith,2010-11,2023-24,183.0,79.0,1988-07-05,38.0,North Carolina,Point Guard,Right,Wake Forest,14,,,,,s/smithis01.html
4471,J.R. Smith,2004-05,2019-20,198.0,102.0,1985-09-09,40.0,New Jersey,Shooting Guard and Small Forward,Right,North Carolina A&T,16,2004.0,1.0,18.0,New Orleans Hornets,s/smithjr01.html
4472,Jabari Smith,2000-01,2004-05,211.0,113.0,1977-02-12,49.0,Georgia,Center and Power Forward,Right,LSU,4,2000.0,2.0,16.0,Sacramento Kings,s/smithja01.html
4473,Jabari Smith Jr.,2022-23,2025-26,211.0,99.0,2003-05-13,23.0,Georgia,Power Forward,Right,Auburn,4,2022.0,1.0,3.0,Houston Rockets,s/smithja05.html
4474,Jalen Smith,2020-21,2025-26,203.0,97.0,2000-03-16,26.0,Virginia,Center and Power Forward,Right,Maryland,6,2020.0,1.0,10.0,Phoenix Suns,s/smithja04.html
4475,Jason Smith,2007-08,2018-19,213.0,108.0,1986-03-02,40.0,Colorado,Center and Power Forward,Right,Colorado State,11,2007.0,1.0,20.0,Miami Heat,s/smithja02.html
4476,Jerry Smith,2011-12,2011-12,188.0,86.0,1987-09-26,38.0,Wisconsin,Point Guard,Right,Louisville,1,,,,,s/smithje01.html
4477,Jim Smith,1981-82,1982-83,206.0,102.0,1958-04-12,68.0,Ohio,Power Forward,Right,Ohio State,2,1981.0,3.0,8.0,San Diego Clippers,s/smithji01.html
4478,Joe Smith,1995-96,2010-11,208.0,102.0,1975-07-26,50.0,Virginia,"Power Forward, Center, and Small Forward",Right,Maryland,16,1995.0,1.0,1.0,Golden State Warriors,s/smithjo02.html
4480,Josh Smith,2004-05,2017-18,206.0,102.0,1985-12-05,40.0,Georgia,Power Forward and Small Forward,Left,,13,2004.0,1.0,17.0,Atlanta Hawks,s/smithjo03.html
4481,Keith Smith,1986-87,1986-87,190.0,81.0,1964-03-09,62.0,Michigan,Shooting Guard,Left,Loyola Marymount,1,1986.0,2.0,21.0,Milwaukee Bucks,s/smithke03.html
4483,Kenny Smith,1987-88,1996-97,190.0,77.0,1965-03-08,61.0,New York,Point Guard,Right,UNC,10,1987.0,1.0,6.0,Sacramento Kings,s/smithke01.html
4484,LaBradford Smith,1991-92,1993-94,190.0,90.0,1969-04-03,57.0,Texas,Shooting Guard,Right,Louisville,3,1991.0,1.0,19.0,Washington Bullets,s/smithla02.html
4485,Larry Smith,1980-81,1992-93,203.0,97.0,1958-01-18,68.0,Mississippi,Power Forward,Right,Alcorn State,13,1980.0,2.0,1.0,Golden State Warriors,s/smithla01.html
4486,Leon Smith,2001-02,2003-04,208.0,106.0,1980-11-02,45.0,Illinois,Center,Right,,2,1999.0,1.0,29.0,San Antonio Spurs,s/smithle01.html
4487,Malachi Smith,2025-26,2025-26,193.0,92.0,1999-12-06,26.0,Indiana,Shooting Guard,Right,Wright State University,1,,,,,s/smithma02.html
4488,Michael Smith,1989-90,1994-95,208.0,102.0,1965-05-19,61.0,New York,Power Forward,Right,BYU,3,1989.0,1.0,13.0,Boston Celtics,s/smithmi01.html
4489,Michael Smith,1994-95,2000-01,203.0,104.0,1972-03-28,54.0,District of Columbia,Power Forward and Small Forward,Left,Providence,7,1994.0,2.0,8.0,Sacramento Kings,s/smithmi02.html
4490,Mike Smith,2000-01,2000-01,203.0,88.0,1976-04-15,50.0,Louisiana,Small Forward,Right,Louisiana-Monroe,1,2000.0,2.0,6.0,Washington Wizards,s/smithmi03.html
4491,Nick Smith Jr.,2023-24,2025-26,188.0,83.0,2004-04-18,22.0,Arkansas,Shooting Guard,Right,Arkansas,3,2023.0,1.0,27.0,Charlotte Hornets,s/smithni01.html
4492,Nolan Smith,2011-12,2012-13,188.0,83.0,1988-07-25,37.0,Kentucky,Point Guard,Right,Duke,2,2011.0,1.0,21.0,Portland Trail Blazers,s/smithno01.html
4493,Otis Smith,1986-87,1991-92,196.0,95.0,1964-01-30,62.0,Florida,Shooting Guard and Small Forward,Right,Jacksonville University,6,1986.0,2.0,17.0,Denver Nuggets,s/smithot01.html
4495,Phil Smith,1974-75,1982-83,193.0,83.0,1952-04-22,74.0,California,Shooting Guard,Right,San Francisco,9,1974.0,2.0,11.0,Golden State Warriors,s/smithph01.html
4496,Randy Smith,1971-72,1982-83,190.0,81.0,1948-12-12,77.0,New York,Shooting Guard and Small Forward,Right,Buffalo State,12,1970.0,14.0,2.0,Detroit Pistons,s/smithra01.html
4497,Reggie Smith,1992-93,1993-94,208.0,108.0,1970-08-21,55.0,California,Power Forward and Center,Right,TCU,2,1992.0,2.0,4.0,Portland Trail Blazers,s/smithre01.html
4498,Robert Smith,1977-78,1984-85,180.0,74.0,1955-03-10,71.0,California,Point Guard,Right,UNLV,7,1977.0,3.0,21.0,Denver Nuggets,s/smithro01.html
4499,Russ Smith,2014-15,2015-16,183.0,74.0,1991-04-19,35.0,New York,Point Guard,Right,Louisville,2,2014.0,2.0,17.0,Philadelphia 76ers,s/smithru01.html
4501,Sam Smith,1978-79,1979-80,193.0,90.0,1955-01-08,71.0,Louisiana,Small Forward,Right,UNLV,2,1977.0,3.0,4.0,Atlanta Hawks,s/smithsa02.html
4502,Steve Smith,1991-92,2004-05,203.0,90.0,1969-03-31,57.0,Michigan,Shooting Guard,Right,Michigan State,14,1991.0,1.0,5.0,Miami Heat,s/smithst01.html
4503,Steven Smith,2006-07,2006-07,203.0,106.0,1983-04-12,43.0,Pennsylvania,Power Forward,Right,La Salle,1,,,,,s/smithst03.html
